CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster
28653819000177,,,,,3
28653832000126,,,,,3
28653850000108,,,,,3
28653875000101,VINLAND LONG BIAS A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Livre,1
28653907000179,,,,,3
28653949000100,,,,,3
28663487000101,,,,,3
28663511000102,,,,,3
28671705000150,,,,,0
28692196000141,TARGA FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Invest. no Exterior,3
28692258000115,,,,,3
28692285000198,,,,,3
28692448000132,,,,,3
28692461000191,,,,,3
28692485000140,,,,,3
28692492000142,,,,,3
28692566000140,,,,,3
28695121000114,,,,,3
28703499000112,,,,,3
28703541000103,,,,,3
28703554000174,,,,,3
28709046000101,ELITE FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,FITVM,,,3
28715205000172,,,,,2
28715216000152,,,,,3
28715682000138,,,,,3
28715701000126,,,,,3
28720316000177,FUNDO DE INVESTIMENTO DE AÇÕES AMIS,FI,Ações,Ações Livre,1
28726474000134,,,,,3
28747130000101,,,,,3
28747144000125,,,,,3
28747157000102,,,,,3
28747676000162,,,,,3
28747685000153,,,,,3
28747722000123,,,,,3
28747733000103,,,,,3
28747816000100,,,,,3
28747826000138,,,,,3
28750061000195,,,,,3
28750110000190,,,,,0
28750124000103,,,,,3
28750204000169,,,,,3
28757084000121,,,,,3
28757125000180,,,,,3
28767162000179,,,,,3
28767181000103,,,,,3
28767201000138,,,,,3
28777460000140,,,,,3
28777487000132,,,,,1
28787004000180,,,,,3
28787644000190,,,,,3
28787922000100,,,,,3
28788331000157,,,,,3
28788359000194,,,,,3
28788379000165,,,,,3
28788415000190,,,,,3
28788445000105,,,,,3
28788460000145,,,,,3
28788489000127,,,,,3
28788501000101,,,,,3
28788541000145,,,,,3
28797658000195,,,,,3
28797708000134,,,,,1
28797725000171,,,,,3
28797748000186,,,,,3
28797765000113,,,,,3
28797797000119,,,,,3
28798135000163,APEX LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,FI,Multimercado,Multimercados Livre,1
28808358000164,,,,,3
28819483000170,,,,,3
28819628000132,,,,,3
28819711000101,ITABAIANA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,FIDC,FIDC-NP,,3
28840203000105,,,,,3
28840415000192,,,,,3
28840420000103,,,,,3
28840428000161,,,,,3
28840456000189,,,,,3
28840463000180,,,,,3
28840470000182,,,,,3
28840480000118,,,,,3
28849591000195,,,,,3
28849683000175,,,,,3
28849694000155,,,,,3
28849695000108,,,,,3
28849716000187,,,,,3
28849736000158,,,,,0
28849744000102,,,,,0
28849751000104,,,,,3
28849759000162,,,,,3
28849765000110,,,,,3
28849777000144,,,,,3
28849799000104,,,,,3
28850806000198,,,,,3
28851710000144,,,,,0
28851713000188,,,,,0
28851728000146,,,,,3
28851732000104,,,,,3
28856743000187,,,,,3
28856772000149,,,,,3
28858089000140,,,,,3
28866524000189,,,,,3
28877869000138,,,,,3
28877890000133,,,,,3
28880640000152,,,,,1
28881093000120,,,,,1
28881110000129,,,,,3
28881120000164,,,,,3
28881130000108,,,,,3
28881163000140,,,,,3
28881169000117,,,,,3
28881178000108,,,,,3
28881195000145,,,,,3
28888770000131,,,,,3
28888814000123,,,,,3
28891305000150,,,,,3
28899283000174,,,,,1
28903657000188,,,,,0
28903674000115,,,,,1
28903688000139,,,,,1
28911549000157,,,,,0
28911598000190,,,,,3
28911614000144,,,,,3
28912427000185,,,,,3
28912451000114,,,,,3
28912465000138,,,,,3
28912478000107,,,,,3
28912489000197,,,,,3
28914119000199,,,,,3
28914132000148,,,,,3
28914181000180,,,,,3
28914193000105,,,,,3
28922358000190,,,,,3
28947266000165,,,,,0
28951098000181,,,,,3
28951115000180,,,,,3
28951125000116,PEROLA NEGRA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FI,Multimercado,FIDC Outros,3
28951141000109,AMBAR BRANCO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FI,Multimercado,FIDC Outros,3
28951154000188,,,,,3
28951182000103,,,,,3
28951227000131,,,,,3
28951239000166,BTG 3921 G FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Fundos de Participações,3
28951248000157,,,,,3
28951298000134,,,,,3
28951307000197,,,,,3
28951331000126,,,,,3
28970842000195,,,,,3
28971488000113,,,,,3
28971507000101,,,,,3
28971523000102,,,,,3
28971589000194,,,,,3
28971607000138,,,,,3
28971626000164,,,,,3
28974050000199,,,,,3
28974109000149,,,,,3
28993760000166,,,,,0
29010739000166,MEZZANINE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Livre,3
29010914000115,,,,,3
29011016000181,,,,,3
29011034000163,,,,,3
29011049000121,,,,,3
29011081000107,,,,,3
29011091000142,,,,,3
29011101000140,,,,,3
29011124000154,,,,,3
29011162000107,,,,,3
29011174000131,,,,,3
29011235000160,,,,,3
29011238000102,,,,,3
29011240000173,,,,,3
29011243000107,,,,,3
29011250000109,,,,,3
29011254000197,,,,,3
29011266000111,,,,,3
29022772000106,,,,,3
29022801000130,,,,,3
29022818000197,,,,,3
29033458000129,,,,,3
29044189000104,,,,,3
29044201000172,,,,,0
29044629000115,,,,,3
29044649000196,,,,,3
29044668000112,,,,,3
29045156000170,,,,,3
29045219000199,,,,,3
29045297000193,,,,,3
29045319000115,,,,,3
29045335000108,,,,,3
29045353000190,,,,,3
29045373000160,,,,,0
29045451000127,,,,,3
29045468000184,,,,,3
29045487000100,,,,,3
29045509000132,,,,,3
29045521000147,,,,,3
29045538000102,,,,,3
29045553000142,,,,,3
29045575000102,,,,,3
29045587000137,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO MÁSTER GLOBAL INVESTIMENTO NO EXTERIOR,FI,Multimercado,Previdência Multimercado Livre,3
29045642000199,,,,,3
29045652000124,,,,,3
29045775000165,,,,,3
29045947000109,,,,,0
29045966000127,,,,,3
29045977000107,,,,,3
29046006000181,,,,,3
29054790000170,MILES ACER S LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Livre,1
29054793000103,,,,,3
29054797000191,PRINCIPAL CLARITAS TOTAL RETURN MASTER FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO,FI,Multimercado,Multimercados Macro,3
29054877000147,,,,,3
29055460000107,,,,,3
29055966000108,,,,,3
29055980000101,,,,,3
29056024000144,,,,,3
29066331000106,,,,,3
29066627000127,,,,,3
29066638000107,,,,,3
29066872000134,,,,,1
29066890000116,,,,,3
29066923000128,,,,,3
29066930000120,,,,,3
29078030000100,,,,,1
29078039000103,,,,,0
29078618000156,,,,,3
29078627000147,,,,,3
29078652000120,,,,,3
29085439000146,,,,,0
29088370000104,,,,,1
29088383000183,,,,,3
29088410000118,,,,,3
29088425000186,,,,,3
29091970000121,,,,,3
29092126000115,,,,,3
29092136000150,,,,,3
29092660000121,,,,,3
29106500000194,,,,,3
29106510000120,,,,,3
29107353000177,,,,,3
29109231000110,,,,,0
29109242000108,,,,,0
29109266000159,,,,,3
29117619000162,,,,,3
29117643000100,,,,,3
29117659000104,,,,,3
29117692000134,,,,,3
29127751000155,,,,,3
29127773000115,,,,,3
29127787000139,,,,,3
29131029000194,,,,,3
29131090000131,,,,,3
29131127000121,,,,,3
29137829000112,ADAM STRATEGY D60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS,FI,Multimercado,Multimercados Macro,1
29141230000152,,,,,3
29148660000104,,,,,3
29148672000120,,,,,3
29148689000188,,,,,3
29152373000160,,,,,3
29152383000103,,,,,2
29152427000197,,,,,3
29152467000139,,,,,3
29152661000114,,,,,3
29152752000150,,,,,1
29152773000175,,,,,3
29157485000103,,,,,3
29157501000168,,,,,3
29157511000101,,,,,3
29157520000194,,,,,2
29158364000186,,,,,3
29158545000102,,,,,3
29158564000139,,,,,1
29158793000153,,,,,3
29177012000178,,,,,3
29177013000112,,,,,3
29177015000101,,,,,1
29177020000114,,,,,1
29177024000100,,,,,0
29177308000199,,,,,3
29177909000100,,,,,3
29178343000122,,,,,3
29178353000168,,,,,3
29178368000126,,,,,3
29178386000108,,,,,3
29186331000140,,,,,3
29196718000187,,,,,0
29196731000136,,,,,3
29196922000106,,,,,3
29196983000165,,,,,3
29197055000115,,,,,0
29197090000134,,,,,0
29197120000102,,,,,3
29197155000141,,,,,3
29197177000101,,,,,3
29206142000191,,,,,3
29206154000116,,,,,3
29206165000104,,,,,3
29206196000157,,,,,3
29206333000153,,,,,3
29215547000196,,,,,3
29215556000187,,,,,3
29215661000116,,,,,3
29215706000152,,,,,3
29215748000193,,,,,3
29224629000105,,,,,3
29224634000100,,,,,2
29224651000147,CAYMUS III FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Invest. no Exterior,3
29224665000160,,,,,3
29224678000130,,,,,3
29224691000199,,,,,3
29226295000109,,,,,3
29226309000186,,,,,3
29226330000181,,,,,3
29226342000106,,,,,3
29226349000128,,,,,0
29226475000182,VALE 42 FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FIDC,FIC FIDC,,3
29226532000123,7 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIDC,FICFIDC-NP,,3
29226623000169,MERIDIANO III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIDC,FIDC-NP,,3
29226688000104,,,,,3
29232902000135,,,,,3
29232970000102,,,,,3
29232976000171,,,,,3
29232988000104,,,,,3
29236318000158,,,,,3
29236548000117,,,,,3
29236556000163,,,,,0
29236572000156,,,,,3
29236579000178,,,,,3
29236599000149,,,,,3
29236607000157,,,,,3
29236614000159,,,,,3
29241110000127,,,,,3
29241670000181,,,,,3
29241746000179,,,,,3
29241758000101,,,,,3
29241780000143,,,,,3
29241799000190,,,,,3
29241820000157,,,,,2
29241827000179,,,,,3
29242378000183,,,,,0
29242399000107,,,,,3
29242437000113,,,,,3
29242441000181,,,,,3
29242448000101,,,,,3
29242456000140,,,,,3
29242460000108,,,,,1
29242473000187,,,,,3
29242733000114,,,,,3
29242748000182,,,,,3
29242761000131,,,,,3
29243012000129,,,,,1
29243017000151,PINAMAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIDC,FICFIDC-NP,,3
29249673000161,,,,,2
29249973000140,OCTANTE MACRO CREDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,3
29250078000146,,,,,3
29250108000114,,,,,3
29250121000173,,,,,3
29250127000140,,,,,3
29258286000191,,,,,3
29258294000138,,,,,3
29259435000137,,,,,1
29259706000154,,,,,0
29259723000191,,,,,0
29259742000118,,,,,1
29259913000109,,,,,3
29259917000197,,,,,3
29259924000199,,,,,3
29259946000159,,,,,1
29259957000139,,,,,0
29275210000174,,,,,3
29275240000180,,,,,3
29275244000169,,,,,1
29275256000193,,,,,1
29275263000195,,,,,3
29275276000164,,,,,3
29275390000194,,,,,3
29275394000172,,,,,3
29275420000162,,,,,1
29283779000181,MAG TOP CRÉDITO PRIVADO RENDA FIXA FUNDO DE INVESTIMENTO LONGO PRAZO,FI,Renda Fixa,Renda Fixa Duração Livre Crédito Livre,1
29283812000173,,,,,1
29286329000142,,,,,3
29286347000124,,,,,3
29286399000109,,,,,3
29291519000158,,,,,3
29291533000151,,,,,3
29298532000139,,,,,1
29298535000172,,,,,1
29298540000185,,,,,1
29298975000120,,,,,3
29300722000143,,,,,3
29300758000127,,,,,3
29300772000120,,,,,1
29300827000100,,,,,3
29300848000118,,,,,3
29300862000111,,,,,1
29301839000141,,,,,3
29301852000109,,,,,3
29304017000114,,,,,3
29306136000106,,,,,3
29306138000103,,,,,0
29306340000127,,,,,0
29306608000120,,,,,3
29315243000109,,,,,3
29319013000100,,,,,3
29319740000177,,,,,3
29323674000109,,,,,2
29363886000110,,,,,3
29363917000132,VG FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,FI,Multimercado,Multimercados Invest. no Exterior,1
29389028000144,,,,,0
29389047000170,,,,,0
29389066000105,,,,,0
29389086000178,,,,,3
29409211000164,MUSGRAVITE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FIDC,FIDC-NP,,3
29413945000117,WESTERN ASSET AÇÕES EMPRESARIAL FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FITVM,,,3
29438574000128,,,,,3
29461997000169,,,,,3
29492937000103,PER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Livre,3
29492992000101,,,,,3
29544764000120,IP PARTICIPAÇÕES FIC DE FIF EM AÇÕES - RESPONSABILIDADE LIMITADA,FITVM,,,3
29546256000180,ITAÚ AÇÕES BLUE FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,FITVM,,,0
29549568000148,,,,,3
29549585000185,,,,,3
29549598000154,,,,,3
29549613000164,,,,,0
29549633000135,,,,,0
29549642000126,,,,,3
29549660000108,,,,,3
29550612000130,,,,,3
29562424000121,,,,,3
29562673000117,,,,,0
29562681000163,UJAY ESTEE QUANT FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Livre,1
29574911000104,,,,,3
29574952000109,,,,,3
29575405000130,,,,,3
29576047000180,,,,,3
29577652000175,,,,,3
29577706000100,,,,,3
29587373000192,,,,,3
29587389000103,,,,,3
29587745000180,,,,,3
29587750000193,,,,,3
29599391000194,,,,,3
29599922000149,,,,,3
29602952000167,,,,,3
29603034000152,GATEWAY FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,FI,Multimercado,Multimercados Invest. no Exterior,1
29603957000104,,,,,3
29613660000120,,,,,3
29613915000154,,,,,3
29614292000134,,,,,3
29625929000198,,,,,3
29625955000116,,,,,1
29626006000150,,,,,3
29626077000153,,,,,3
29638303000116,,,,,3
29638312000107,,,,,3
29641091000126,,,,,3
29660999000187,,,,,3
29661053000135,,,,,3
29709332000121,,,,,1
29714533000117,,,,,3
29720568000169,,,,,1
29720571000182,,,,,3
29722350000143,,,,,0
29722362000178,,,,,3
29722392000184,,,,,3
29722427000185,,,,,3
29722437000110,,,,,3
29722458000136,,,,,3
29722466000182,,,,,3
29722489000197,,,,,3
29725830000168,,,,,1
29725847000115,,,,,3
29726019000100,,,,,3
29726047000119,,,,,3
29726108000148,,,,,3
29726117000139,,,,,0
29726133000121,,,,,1
29732909000116,,,,,3
29732926000153,,,,,3
29732947000179,,,,,3
29732967000140,,,,,3
29733108000175,,,,,3
29733120000180,,,,,3
29733655000150,,,,,3
29733674000187,,,,,3
29733715000135,,,,,3
29733741000163,,,,,0
29733757000176,,,,,3
29733802000192,,,,,3
29733824000152,,,,,3
29733842000134,,,,,3
29733861000160,,,,,3
29733890000122,,,,,3
29733915000198,,,,,3
29733934000114,,,,,3
29733965000175,,,,,3
29734052000173,,,,,3
29734102000112,,,,,3
29734121000149,,,,,3
29734143000109,,,,,3
29762315000158,,,,,0
29762376000115,,,,,3
29773773000192,,,,,3
29773781000139,,,,,3
29773794000108,,,,,0
29773806000102,,,,,3
29786962000108,,,,,1
29800193000147,,,,,3
29800227000101,,,,,3
29813596000120,,,,,3
29813630000167,,,,,1
29813738000150,,,,,3
29813769000100,,,,,3
29816789000135,,,,,1
29826089000121,,,,,3
29852606000137,,,,,3
29852612000194,,,,,3
29852634000154,,,,,3
29852665000105,,,,,3
29852912000173,,,,,3
29853005000149,,,,,3
29881003000163,,,,,1
29904958000199,,,,,3
29905334000196,,,,,0
29909331000120,,,,,3
29941120000175,,,,,0
29941126000142,,,,,3
29941137000122,,,,,0
29941789000167,,,,,3
29941823000101,,,,,3
29941845000163,,,,,1
29941862000109,,,,,3
29941920000196,,,,,3
29941942000156,,,,,3
29942155000129,,,,,3
29942200000145,,,,,3
29942223000150,,,,,3
29953901000180,,,,,3
29967710000177,,,,,3
29970149000185,PORTO FINO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FIDC,FIC FIDC,,1
29979814000100,,,,,3
29982932000169,,,,,3
29983445000110,,,,,3
29983486000107,,,,,3
29983496000142,,,,,3
29983516000185,,,,,3
29983589000177,,,,,3
29992900000144,LAS LOMAS FUNDO  DE INVESTIMENTO FINANCEIRO,FIP,FIP Multi,,3
29993543000139,,,,,3
29993554000119,,,,,3
29993579000112,,,,,3
29993583000180,,,,,3
29993590000182,,,,,3
29993610000115,,,,,3
29993618000181,,,,,3
29993622000140,,,,,3
29993639000105,,,,,3
29993650000167,,,,,3
29994389000110,,,,,3
29994412000176,,,,,3
29994475000122,,,,,3
29994491000115,,,,,1
29994558000111,,,,,3
29994574000104,,,,,3
29994591000141,,,,,3
30005655000113,,,,,3
30032131000111,,,,,3
30036209000176,,,,,3
30036235000102,,,,,3
30038136000151,,,,,0
30038162000180,,,,,3
30038193000130,,,,,2
30038275000185,,,,,3
30045263000188,,,,,3
30056738000131,,,,,3
30056825000199,,,,,0
30056841000181,,,,,3
30056853000106,,,,,3
30057233000191,,,,,1
30057258000195,,,,,3
30057274000188,,,,,3
30057474000130,,,,,3
30057506000106,,,,,3
30057791000157,,,,,3
30057914000150,,,,,3
30059780000106,,,,,0
30068044000114,,,,,3
30068049000147,,,,,0
30068060000107,,,,,3
30068071000197,,,,,3
30068135000150,,,,,3
30068141000107,,,,,0
30068169000144,,,,,3
30068178000135,,,,,3
30068195000172,,,,,0
30068205000170,,,,,3
30068214000160,,,,,0
30068224000104,,,,,3
30068240000199,,,,,3
30068271000140,,,,,3
30068713000158,,,,,3
30068728000116,,,,,3
30068867000140,,,,,3
30069267000104,,,,,3
30069332000193,,,,,3
30077404000144,,,,,1
30077624000178,,,,,3
30077642000150,,,,,3
30077686000180,,,,,3
30077710000180,,,,,1
30077745000110,,,,,2
30077777000115,,,,,3
30102236000108,,,,,3
30102264000117,,,,,0
30102276000141,,,,,3
30102287000121,,,,,3
30102302000131,,,,,3
30102322000102,,,,,3
30102340000194,,,,,0
30102367000187,,,,,3
30102382000125,,,,,3
30102426000117,,,,,0
30102441000165,,,,,3
30102469000100,,,,,3
30102482000151,,,,,0
30102516000108,,,,,3
30103421000109,,,,,3
30103475000174,,,,,3
30103489000198,,,,,3
30103544000140,,,,,3
30103589000114,,,,,3
30128621000116,,,,,3
30128758000170,,,,,3
30128780000110,,,,,1
30128829000135,,,,,3
30129165000129,,,,,3
30129182000166,,,,,3
30129261000177,,,,,3
30129277000180,,,,,3
30129289000104,,,,,3
30141632000136,,,,,3
30141656000195,,,,,3
30168870000135,,,,,0
30177979000139,"UPSIDE MULTICARTEIRA AGRO, INDÚSTRIA E COMÉRCIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO",FIDC,FIDC-NP,,3
30178843000143,,,,,3
30178854000123,,,,,3
30178912000119,,,,,3
30178943000170,,,,,1
30181837000145,,,,,3
30190210000150,,,,,3
30215819000137,,,,,3
30258825000171,,,,,3
30259209000135,,,,,3
30259240000176,,,,,3
30270002000161,,,,,3
30271177000193,,,,,3
30282227000138,,,,,3
30282243000120,,,,,3
30282270000101,,,,,0
30282288000103,,,,,3
30282320000142,,,,,3
30282418000108,,,,,3
30282464000107,,,,,3
30282611000130,,,,,3
30294047000176,FRANKLIN K2 ALTERNATIVE STRATEGIES FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,3
30294098000106,FRANKLIN K2 ALTERNATIVE STRATEGIES FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,3
30317436000170,,,,,3
30317454000151,,,,,3
30322245000104,,,,,3
30322289000126,ZOEY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,FI,Multimercado,Multimercados Invest. no Exterior,3
30322316000160,FUNPRESP-JUD ATHENA FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Livre,1
30322419000120,,,,,3
30329386000140,,,,,3
30329393000142,,,,,0
30329397000120,,,,,3
30329404000194,,,,,3
30330316000102,,,,,3
30330339000117,,,,,3
30330439000143,,,,,3
30330483000153,,,,,0
30330495000188,,,,,3
30332614000131,,,,,3
30332628000155,,,,,3
30332635000157,,,,,3
30332643000101,,,,,3
30332723000159,,,,,3
30332739000161,,,,,3
30332794000151,,,,,3
30332800000170,,,,,3
30332830000187,,,,,3
30338659000113,,,,,3
30338679000194,,,,,3
30338686000196,,,,,3
30338831000139,,,,,3
30338838000150,,,,,3
30351315000144,,,,,3
30351337000104,,,,,3
30353549000120,,,,,3
30353590000105,,,,,3
30353644000124,,,,,3
30353655000104,,,,,3
30353771000123,,,,,3
30353827000140,,,,,3
30353854000112,,,,,3
30353877000127,,,,,3
30354026000107,,,,,1
30354057000150,,,,,3
30354139000102,,,,,3
30365949000156,,,,,3
30366098000166,,,,,3
30378445000170,,,,,3
30378490000125,,,,,3
30378504000100,,,,,3
30378522000192,,,,,3
30378535000161,,,,,3
30378546000141,,,,,3
30378557000121,,,,,3
30378569000156,,,,,3
30378610000194,,,,,3
30378631000100,,,,,3
30378646000178,,,,,3
30378660000171,,,,,3
30378720000156,,,,,3
30378732000180,,,,,3
30378744000105,,,,,3
30378790000104,,,,,3
30392503000110,,,,,3
30392522000147,,,,,3
30392533000127,,,,,3
30392564000188,,,,,3
30392611000193,,,,,3
30392645000188,,,,,3
30392659000100,,,,,3
30392768000119,,,,,3
30392811000146,,,,,3
30392819000102,,,,,3
30392838000139,,,,,3
30392993000155,,,,,3
30393014000183,,,,,3
30393281000150,,,,,1
30393293000185,,,,,3
30393329000120,,,,,3
30397165000100,,,,,1
30419083000119,,,,,3
30419109000129,,,,,3
30419128000155,,,,,3
30419172000165,,,,,3
30419203000188,,,,,2
30419275000125,,,,,3
30419307000192,,,,,1
30441447000167,,,,,3
30447330000190,,,,,3
30447352000150,,,,,3
30447371000187,,,,,3
30447415000179,,,,,3
30447447000174,,,,,3
30453235000108,,,,,3
30453246000180,,,,,3
30453277000130,,,,,3
30453289000165,,,,,3
30453303000120,,,,,3
30453307000109,,,,,3
30453313000166,CAMPOS SALES FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Invest. no Exterior,1
30453447000187,,,,,3
30453458000167,,,,,1
30453601000110,,,,,3
30492952000130,,,,,3
30492978000189,,,,,3
30493047000103,,,,,3
30493082000114,,,,,3
30493146000187,,,,,3
30493251000116,,,,,3
30493276000110,,,,,3
30493288000144,,,,,3
30493304000107,,,,,3
30493310000156,,,,,1
30493327000103,,,,,3
30493349000173,,,,,0
30493620000170,,,,,3
30493640000141,,,,,0
30493677000170,,,,,3
30493692000118,,,,,3
30493708000192,,,,,1
30493739000143,,,,,1
30493813000121,,,,,1
30493827000145,,,,,3
30493863000109,,,,,3
30493879000111,,,,,3
30493904000167,,,,,3
30493963000135,,,,,3
30494013000125,,,,,0
30506088000189,,,,,3
30506097000170,FRANKLIN VALOR E LIQUIDEZ FVL MASTER FUNDO DE INVESTIMENTO EM AÇÕES,FI,Ações,Ações Livre,1
30506330000114,,,,,3
30506340000150,,,,,3
30506347000171,,,,,3
30507191000143,,,,,3
30507244000126,,,,,1
30507292000114,,,,,3
30507317000180,,,,,3
30507449000101,,,,,0
30507491000122,,,,,3
30507510000110,,,,,3
30507521000109,,,,,0
30507536000169,,,,,3
30507573000177,,,,,3
30507620000182,,,,,3
30507629000193,,,,,3
30507658000155,,,,,3
30507672000159,,,,,3
30507694000119,,,,,1
30507901000135,,,,,3
30507920000161,,,,,3
30507936000174,CSHG WM BLUE ROCK FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,3
30507998000186,,,,,3
30508019000104,,,,,3
30508095000110,,,,,3
30508112000119,,,,,3
30509206000102,,,,,1
30509213000104,,,,,3
30509221000150,,,,,0
30509239000152,,,,,3
30509257000134,,,,,3
30509286000104,,,,,3
30518339000145,,,,,3
30518346000147,,,,,3
30518545000155,,,,,3
30518554000146,,,,,0
30520809000105,,,,,3
30520937000159,,,,,3
30520976000156,,,,,3
30521138000105,,,,,3
30521486000174,,,,,1
30521533000180,,,,,3
30521581000178,,,,,3
30521646000185,,,,,3
30521661000123,,,,,3
30521681000102,,,,,3
30521697000107,,,,,3
30521878000133,,,,,3
30521894000126,,,,,3
30521927000138,,,,,3
30521961000102,,,,,3
30521985000161,,,,,3
30522001000167,,,,,3
30522005000145,,,,,3
30522013000191,,,,,3
30530779000118,,,,,0
30530788000109,,,,,3
30530796000155,,,,,3
30556572000112,,,,,3
30556653000112,,,,,3
30556686000162,,,,,3
30556696000106,,,,,3
30556738000109,,,,,3
30556749000180,,,,,3
30556756000182,,,,,3
30556797000179,,,,,3
30556940000122,,,,,3
30556947000144,,,,,3
30556966000170,,,,,3
30556978000103,,,,,3
30556985000105,,,,,1
30557008000114,,,,,3
30557021000173,,,,,3
30557026000104,,,,,3
30566208000133,,,,,3
30566221000192,,,,,0
30567289000196,,,,,3
30567311000106,,,,,3
30567335000157,,,,,3
30567357000117,,,,,3
30568121000103,,,,,3
30568172000127,,,,,3
30568193000142,,,,,0
30568485000185,,,,,1
30568495000110,,,,,3
30568509000104,,,,,3
30568854000130,,,,,3
30568861000131,,,,,3
30568865000110,,,,,3
30568874000100,,,,,1
30568878000199,LEGACY CAPITAL VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Macro,1
30568903000134,,,,,3
30568933000140,,,,,3
30569005000109,,,,,3
30586677000114,,,,,3
30592652000123,,,,,3
30592665000100,,,,,3
30592680000140,,,,,3
30593140000181,,,,,0
30593218000168,,,,,3
30593233000106,,,,,3
30593349000145,,,,,3
30593365000138,,,,,3
30593403000152,,,,,3
30593430000125,,,,,3
30593439000136,,,,,3
30606402000103,,,,,3
30606419000152,,,,,3
30606474000142,,,,,3
30606863000178,,,,,1
30608416000158,,,,,3
30609079000113,,,,,3
30609140000122,,,,,3
30609191000154,,,,,0
30618302000199,,,,,0
30618435000165,,,,,3
30618457000125,,,,,3
30618614000100,,,,,3
30618643000164,,,,,3
30624441000125,,,,,3
30624490000168,,,,,3
30624657000190,,,,,3
30624891000118,,,,,0
30625044000178,,,,,3
30625054000103,,,,,3
30629260000191,,,,,3
30629268000158,,,,,3
30629283000104,,,,,0
30629300000103,,,,,0
30630170000110,,,,,3
30630186000123,,,,,3
30630194000170,,,,,3
30630274000125,,,,,3
30630324000174,,,,,3
30630368000102,,,,,3
30630384000197,,,,,2
