CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster,retorno_medio_diario,retorno_acumulado,volatilidade,max_drawdown,pl_medio,captacao_media,resgate_medio,cotistas_medio,fluxo_liquido_medio,sharpe
00970074000150,BRADESCO FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV UNIÃO - RESP LIMITADA,FIF,,,2,0.0005449067511429881,0.1452747250562556,4.793986362624659e-05,0.0,10651491969.7302,54872619.36352,46802687.941080004,35.38,8069931.422439992,11.366464356078335
00982697000143,BB ALFA FIC FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO RESPONSABILIDADE LIMITADA,FIF,,,1,-0.006374576063789817,-1.0,0.08308929451727759,-1.0,22045653.942328766,0.0,310091.5869863014,1.2945205479452055,-310091.5869863014,-0.07671958344121321
01129004000137,ITAÚ EMPRESA TRUST RF REFERENCIADO DI FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,FACFIF,,,2,0.0005449845301590297,0.14467327416855968,2.8701602148411274e-05,0.0,38000204760.762085,406685588.3842972,409594101.93554217,29796.9718875502,-2908513.551244974,18.98794803652438
01165781000137,CAIXA EXECUTIVO FIC DE CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,FACFIF,,,3,0.0005123411626344771,0.13544861359267912,4.43936236081399e-05,0.0,2149451942.6313252,4904497.629116466,6102490.140200804,20510.0281124498,-1197992.5110843377,11.540872787427418
01165792000117,CAIXA FUNDAÇÕES FIC DE CLASSE DE FIF RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA,FACFIF,,,1,-0.00678691514644877,-1.0,0.08547986445207947,-1.0,25158149.071231883,0.0,195357.67833333332,2.253623188405797,-195357.67833333332,-0.07939782298383914
01340605000194,ITAÚ BBA CORPORATE RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA,FACFIF,,,1,-0.005669472315774539,-1.0,0.0781209861338936,-1.0,659952.4880681819,0.0,4176.364602272727,3.7045454545454546,-4176.364602272727,-0.07257297425889482
01353260000103,BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITAD,FIF,,,2,0.00045548611248279864,0.11955886332882426,2.8755948325997514e-05,0.0,2498762005.504819,107919139.95871486,106748920.49670683,2937.6787148594376,1170219.4620080292,15.839718006135286
01578474000188,BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA,FITVM,,,3,0.0002639592254873043,0.05078418936260576,0.011453160794352117,-0.14798468000097986,424110515.74884003,169346.9008,1274345.62164,15972.416,-1104998.72084,0.023046845340499382
01591605000167,SANTANDER INSTITUCIONAL RENDA FIXA REF DI - FIF RESP LIMITADA,FIF,,,2,0.0005492878979469547,0.14652419556262708,4.113127519632885e-05,0.0,7377067848.5052805,25697642.441079997,24779539.73984,15.488,918102.7012399957,13.354506888616504
01597187000115,SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,,,2,0.0005548247905578713,0.1474685914771694,2.845175842554275e-05,0.0,127630780311.20137,405357675.0489156,430417432.0398795,41.036144578313255,-25059756.990963876,19.500544826072115
01599628000118,ITAÚ CORP PLUS RENDA FIXA REFERENCIADO DI FIF CIC RESPONSABILIDADE LIMITADA,FACFIF,,,2,0.0005472983220756661,0.14532994021391943,2.877295894789508e-05,0.0,7073709246.446065,154698869.85204822,158866734.07361448,961.5140562248996,-4167864.22156626,19.021273518193524
01606543000110,BRADESCO ALOCAÇÃO MODERADA FI FINANCEIRO - CIC MULT - RESP LIMITADA,FACFIF,,,3,0.0005164847636698758,0.13656374797509074,0.0006086074580195574,-0.0019221146533967256,109555389.79783133,18755.83277108434,150014.4997188755,14581.14859437751,-131258.66694779118,0.848633642036767
01608572000110,BB TOP RF MODERADO FIF RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILIDADE LIMITADA,FIF,,,2,0.0005463923680574752,0.14632414877401811,5.356190266104269e-05,0.0,12055729416.49992,18159073.97569721,25415234.422390435,5.557768924302789,-7256160.446693227,10.201138139457544
01608573000165,BB TOP RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,,,2,0.0005426462178339168,0.14214688429743494,0.00014450033237619543,0.0,69226794275.51155,1748801612.6200812,1826413243.2228863,46.0,-77611630.60280514,3.7553285097032125
01615744000183,SANTANDER EQUILIBRIO ADVANCED RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO - CIC FIF RESP LIMITADA,FACFIF,,,2,0.0005507488608094646,0.14630960222524614,5.537214092022558e-05,0.0,10668346076.44739,20943751.26200803,16189287.110361446,1720.5823293172691,4754464.151646584,9.946316896125188
01624316000117,ITAÚ RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,FIF,,,2,0.0005505979737797015,0.1462671195349008,1.7995596823270095e-05,0.0,22752004316.771008,208718340.99433732,242000880.90120482,46.618473895582326,-33282539.906867504,30.596260806850463
01626961000179,FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIIXA AROEIRA - RESPONSABILIDADE LIMITADA,FIF,,,2,0.00044753257940757975,0.11735302691231664,7.704324915158077e-05,0.0,2749942122.614699,39471708.00658634,33012369.74827309,3.0,6459338.2583132535,5.808848722450295
01627516000123,SICREDI - FIF RENDA FIXA CURTO PRAZO RESGATE FÁCIL - RESPONSABILIDADE LIMITADA,FIF,,,2,0.0005237728937105092,0.13867083175609118,1.4650219949995919e-05,0.0,1529200759.3120482,28766985.180120483,25587606.780803215,52951.5140562249,3179378.3993172683,35.75187918667768
01630558000113,SANTANDER RENDA FIXA REFERENCIADO DI - FIF RESP LIMITADA,FIF,,,2,0.0005518359843093093,0.147251438641959,4.333335841801171e-05,0.0,65915335165.21424,127654137.08304,167377105.35732,25.008,-39722968.27428001,12.734669189174504
01675497000100,PLURAL AÇÕES FIF - CI EM AÇÕES - RESP LIMITADA,FITVM,,,3,-0.012816084730078435,-1.0,0.12178314642636313,-1.0,121410228.13695651,1642.3508695652172,1914860.2572463767,14804.246376811594,-1913217.9063768114,-0.10523693225341121
01753087000130,COMPOSITE AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA,FIC-FITVM,,,1,-0.017355828856125823,-1.0,0.14531823512219544,-1.0,31618528.998979595,0.0,788135.692244898,98.73469387755102,-788135.692244898,-0.11943324828801853
01822655000108,BANRISUL MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO RESPONSABILI,FIF,,,2,0.0005363778002941384,0.14223378253402053,4.306061335465925e-05,0.0,2878355934.2380323,25483746.720401607,26429488.937269077,8792.269076305221,-945742.2168674693,12.456343709653666
01960341000171,BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CURTO PRAZO VERSÁTIL - RESP LIMITADA,FACFIF,,,3,0.0004344587303809689,0.11422216211295111,3.8296072547923974e-05,0.0,17815162.45208,0.0,6972.71904,8643.188,-6972.71904,11.344733323169999
01996007000178,BB RENDA FIXA REFERENCIADO DI LONGO PRAZO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA,FACFIF,,,3,0.0005098330951118129,0.13532153660594926,3.889487998066267e-05,0.0,3422632553.96112,644.8825599999999,3071395.661,39008.852,-3070750.77844,13.107974503720955
02010147000198,BB RENDA FIXA CURTO PRAZO CLÁSSICO FIC FIF RESPONSABILIDADE LIMITADA,FACFIF,,,2,0.00046645917203859367,0.12260836330587699,1.5377193850972545e-05,0.0,1196835418.5155823,17922829.168313254,18563330.34863454,1421.4738955823293,-640501.1803212874,30.33447952593067
02177812000132,,,,,3,0.00047741596581619657,0.1256568062468697,0.00018469624820618695,-0.0009533665662508921,80668451.26706827,4818.586666666667,17607.154457831326,18474.465863453814,-12788.56779116466,2.5848709459611214
02185027000121,,,,,3,0.00047041321967306683,0.12423756017594312,4.653262229880213e-05,0.0,641113844.3884001,2827.49404,25208.063280000002,470451.436,-22380.56924,10.109321083440777
02201163000168,CAIXA PERSONAL FIC DE CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,FACFIF,,,3,0.0005355181575594145,0.14199046677864025,3.94210890283209e-05,0.0,3108843354.53755,2027968.2129317268,3720577.2515261043,6536.919678714859,-1692609.0385943775,13.584560212801009
02224354000145,SANTANDER INSTITUCIONAL PREMIUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA,FACFIF,,,2,0.000545134804453023,0.1447159598217067,2.1935788335254954e-05,0.0,4866682103.9040165,37791960.85220884,36205040.76273093,504.1847389558233,1586920.0894779116,24.851388795400094
02224382000162,SANTANDER  EQUILÍBRIO RENDA FIXA REF DI CRÉDITO PRIVADO - FIF RESP LIMITADA,FIF,,,2,0.0005585716010268076,0.14917576999769433,6.572795551085503e-05,0.0,12338112474.76336,23693398.145,19690448.5668,14.644,4002949.5782000013,8.498234833039332
