,retorno_medio_diario,retorno_medio_diario,retorno_medio_diario,retorno_acumulado,retorno_acumulado,retorno_acumulado,volatilidade,volatilidade,volatilidade,max_drawdown,max_drawdown,max_drawdown,pl_medio,pl_medio,pl_medio,captacao_media,captacao_media,captacao_media,resgate_medio,resgate_medio,resgate_medio,cotistas_medio,cotistas_medio,cotistas_medio,fluxo_liquido_medio,fluxo_liquido_medio,fluxo_liquido_medio,sharpe,sharpe,sharpe
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,605.0077722863684,48930.85470115796,26701,0.6274711146891943,377.78312889374297,26722,7169.6846299323215,587964.0240816919,26697,-1.2919543373540425,182.80749913407914,26919,192588493.5819955,681535089.0556625,26919,345069.88177914877,1389075.2863939856,26919,341204.546596585,1233832.277947104,26919,539.1278311224539,10144.475555271049,26919,3865.3351825637847,1157833.3368062815,26919,1.8929496877314982,23.697220070283592,26692
1,0.0005449997120964925,1.6119299748785613e-05,23,0.14397500338577854,0.004549997637586835,23,0.00010739949249455377,5.800799762122673e-05,23,-2.320568335328877e-06,1.112905477457155e-05,23,30915910241.329124,21092828400.887047,23,464621435.33363783,606472905.6127151,23,503461384.05087614,626768677.3893071,23,368.04318237924537,609.9511858701555,23,-38839948.717238255,35599960.38055643,23,7.327925926616252,4.552875692719541,23
2,0.0005267509426889243,2.4290098634216283e-05,34,0.1395314806096143,0.006795485533837244,34,2.0646003366081104e-05,3.054033433022881e-06,34,0.0,0.0,34,784486226.4316962,599462499.1575887,34,113009045.2464257,113744775.42485338,34,112968247.74963856,113305629.64922628,34,441.28206945428775,464.86566593923385,34,40797.49678714727,687057.1301932523,34,25.98834672542794,3.4899291369919,34
